Id|Description|Speaker|Text
CerberusChat09|Cerberus Chat 09|Storyteller|{#DialogueItalicFormat}Cérbero está ocupado com suas coisas: roer, no caso.
CerberusChat10|Cerberus Chat 10|Storyteller|{#DialogueItalicFormat}Cérbero está entretido com coceiras e mordidas.
CerberusChat11|Cerberus Chat 11|Storyteller|{#DialogueItalicFormat}Cérbero não está interessado em conversar no momento.
CerberusChat12|Cerberus Chat 12|Storyteller|{#DialogueItalicFormat}O cão do inferno descansa tranquilamente em seu lugar preferido.
CerberusChat13|Cerberus Chat 13|Storyteller|{#DialogueItalicFormat}Todos os três semblantes aterrorizantes de Cérbero, o cão de guarda, cumprimentam o Príncipe.
CerberusChat14|Cerberus Chat 14|Storyteller|{#DialogueItalicFormat}O cruel cão de guarda dos portões da morte com três cabeças late para cumprimentá-lo.
CerberusChat15|Cerberus Chat 15|Storyteller|{#DialogueItalicFormat}O sempre fiel Cérbero permanece descansando firmemente em seu lugar.
CerberusChat16|Cerberus Chat 16|Storyteller|{#DialogueItalicFormat}Notoriamente cruel, Cérbero está assistindo em silêncio a corte de seu Mestre.
CerberusChat17|Cerberus Chat 17|Storyteller|{#DialogueItalicFormat}Uma das bocas assustadoras de Cérbero ativamente cuida das outras duas.
CerberusChat18|Cerberus Chat 18|Storyteller|{#DialogueItalicFormat}O monstro de três cabeças Cérbero está obedientemente sentado lá como sempre.
CerberusChat19|Cerberus Chat 19|Storyteller|{#DialogueItalicFormat}O Cérbero de muitas cabeças está ocupado pensando em sua próxima refeição saborosa.
CerberusChat20|Cerberus Chat 20|Storyteller|{#DialogueItalicFormat}Cérbero reconhece o Príncipe com um carinho nutrido com o tempo.
CerberusChat21|Cerberus Chat 21|Storyteller|{#DialogueItalicFormat}O diabólico cão de guarda rosna para as débeis Sombras que populam toda a corte.
CerberusChat22|Cerberus Chat 22|Storyteller|{#DialogueItalicFormat}O tão temido Cérbero lambe sem parar algo no chão.
CerberusChatExtra01|Cerberus Chat Extra 01|Storyteller|{#DialogueItalicFormat}O cão do inferno mal considera a presença do Príncipe, estando saciado por hora.
CerberusChatExtra02|Cerberus Chat Extra 02|Storyteller|{#DialogueItalicFormat}O brutal Cérbero das três cabeças demonstra certo autocontrole, por enquanto.
CerberusChatExtra03|Cerberus Chat Extra 03|Storyteller|{#DialogueItalicFormat}Cérbero está muito ocupado vivendo nos confortos e luxos para prestar atenção.
CerberusChatExtra04|Cerberus Chat Extra 04|Storyteller|{#DialogueItalicFormat}O monstruoso Cérbero senta vigilantemente em sua cama.
CerberusChatExtra05|Cerberus Chat Extra 05|Storyteller|{#DialogueItalicFormat}Cada mandíbula feroz de Cérbero saliva em antecipação à hora da comida.
CerberusChatExtra06|Cerberus Chat Extra 06|Storyteller|{#DialogueItalicFormat}O aterrorizante Cérbero está ocupado recuperando suas forças para a próxima vez que for bloquear o caminho do Príncipe.
CerberusGift01|Cerberus Gift 01|Zagreus|Olha o que eu trouxe para você, garoto...!
CerberusGift01|Cerberus Gift 01|Storyteller|{#DialogueItalicFormat}Enquanto uma das cabeças de Cérbero recebe o presente do Príncipe, outra espia algo em sua mão.
CerberusGift02|Cerberus Gift 02|Zagreus|Bom garoto... sabia que você ia gostar disso!
CerberusGift02|Cerberus Gift 02|Storyteller|{#DialogueItalicFormat}Cérbero está muito feliz por ter recebido tamanha guloseima.
CerberusGift03|Cerberus Gift 03|Zagreus|Só as melhores guloseimas para o meu melhor amigo, certo, garotão?
CerberusGift03|Cerberus Gift 03|Storyteller|{#DialogueItalicFormat}Cérbero chora de alegria ao receber uma oferenda tão generosa.
CerberusGift04|Cerberus Gift 04|Zagreus|É meu humilde dever agradar meu garotão favorito com todas as guloseimas que eu puder encontrar.
CerberusGift04|Cerberus Gift 04|Storyteller|{#DialogueItalicFormat}Conhecendo o apetite interminável do cão de guarda por guloseimas, o Príncipe o agrada.
CerberusGift05|Cerberus Gift 05|Zagreus|Você gosta desse negócio, não gosta, garotão? Então, que bom, porque eu gosto de te trazer escondido também!
CerberusGift05|Cerberus Gift 05|Storyteller|{#DialogueItalicFormat}O delicioso gosto do Néctar é o bastante para brevemente satisfazer até mesmo o apetite feroz do cão do inferno.
CerberusGift06|Cerberus Gift 06|Zagreus|Esse Néctar não é chique o suficiente pra você, garoto? É isso? Você começou a ter o paladar delicado com essa sua idade!
CerberusGift06|Cerberus Gift 06|Storyteller|{#DialogueItalicFormat}Apesar de ter pouco apetite pelo gosto leve do Néctar, o monstro de três cabeças do Submundo aceita.
CerberusGift07|Cerberus Gift 07|Zagreus|Isso mesmo, garoto... Ambrósia, só pra você. Você vai amar. Praticamente qualquer criatura, esteja viva ou morta, ama!
CerberusGift07|Cerberus Gift 07|Storyteller|{#DialogueItalicFormat}Os seis olhos do terrível cão do Inferno se arregalam ao mesmo tempo ao receber de presente a rara Ambrósia Olímpica. A criatura está fora de si.
CerberusGift08|Cerberus Gift 08|Zagreus|Desce muito bem, não é garoto? Eu sei que essa situação te envolveu e te faz testar sua lealdade contra sua vontade. Sinto muito te fazer passar por isso.
CerberusGift08|Cerberus Gift 08|Storyteller|{#DialogueItalicFormat}A mais nova tentativa do Príncipe do Submundo de comprar ainda mais o afeto do monstruoso cão de três cabeças do inferno se mostra bem-sucedida, pois o presente majestoso de Ambrósia celestial é sem igual.
CerberusGift09|Cerberus Gift 09|Zagreus|Cérbero, não quero ficar todo sentimental contigo nem nada, mas... ah, quem estou enganando, olha... você esteve comigo minha vida toda! Eu sei que ainda está aqui, em parte, por causa de mim, não é?
CerberusGift09|Cerberus Gift 09|Storyteller|{#DialogueItalicFormat}O laço entre um cão e seu mestre é mais forte que diamante. Cérbero, o temível monstro nascido do inferno, guardião de seus portões, atende em primeiro lugar ao pai do Príncipe. Mas parece que o príncipe é o segundo na fila.
CerberusGift09|Cerberus Gift 09|Zagreus|Você é o melhor garoto do mundo. Mesmo que as cabeças Beta e Gama não gostem muito de carinho, não é? Eu tenho mais cafunés que o suficiente pra te dar. Pode acreditar.
CerberusStyxMeeting01|Cerberus Styx Meeting 01|Storyteller|{#DialogueItalicFormat}O Cérbero de várias cabeças permanece vigilante diante da entrada do Submundo; as histórias do que acontece com aqueles tolos o suficiente para tentar passar são muito vívidas para serem descritas.
CerberusStyxMeeting01|Cerberus Styx Meeting 01|Zagreus|Então é assim, garoto? Depois de tudo o que passamos. Bem, se é assim que tem de ser, não há mais nada a dizer. Exceto: {#DialogueItalicFormat}Em guarda{#PreviousFormat}!!
CerberusStyxMeeting01|Cerberus Styx Meeting 01|Zagreus|{#DialogueItalicFormat}Hahaha{#PreviousFormat}, não, mas sério, garotão. Sei por que você está aqui. Deve haver uma maneira de fazer você me deixar passar. E se eu te ajudasse com o problema do sátiro, você me deixaria ir? Por favor. Preciso encontrar minha mãe. Você sabe como isso é importante para mim.
CerberusStyxMeeting01|Cerberus Styx Meeting 01|Storyteller|{#DialogueItalicFormat}Após um momento de hesitação e deliberação, o cão voraz do inferno late uma vez, afirmativamente, para o Príncipe, que parte em busca de algo que possa saciar o apetite do monstro.
CerberusBossDoorUnlock01|Cerberus Boss Door Unlock 01|Zagreus|Tudo bem, garotão, eu trouxe sua guloseima favorita. Mas você precisa prometer que me deixará passar se eu entregá-la, combinado?
CerberusBossDoorUnlock01|Cerberus Boss Door Unlock 01|Storyteller|{#DialogueItalicFormat}O aterrorizante Cérbero aceita o saco fétido e examina a sala escura para encontrar o melhor lugar para consumir seu conteúdo de revirar o estômago.
CerberusBossDoorUnlockRepeatable01|Cerberus Boss Door Unlock Repeatable 01|Storyteller|{#DialogueItalicFormat}Cérbero aceita o saco novamente.
CerberusBossDoorUnlockRepeatable02|Cerberus Boss Door Unlock Repeatable 02|Storyteller|{#DialogueItalicFormat}O gigantesco Cérbero aceita a oferenda imunda do Príncipe.
CerberusBossDoorUnlockRepeatable03|Cerberus Boss Door Unlock Repeatable 03|Storyteller|{#DialogueItalicFormat}O temível Cérbero aceita o saco dos Sátiros.
CerberusBossDoorUnlockRepeatable04|Cerberus Boss Door Unlock Repeatable 04|Storyteller|{#DialogueItalicFormat}O Príncipe convence o feroz guardião do Submundo a se afastar.
CerberusBossDoorUnlockRepeatable05|Cerberus Boss Door Unlock Repeatable 05|Storyteller|{#DialogueItalicFormat}O Príncipe convence o cão de várias cabeças a deixá-lo passar.
CerberusBossDoorUnlockRepeatable06|Cerberus Boss Door Unlock Repeatable 06|Storyteller|{#DialogueItalicFormat}Assim, o Príncipe convenceu novamente o temível Cérbero a sair do caminho.
CerberusBossDoorUnlockRepeatable07|Cerberus Boss Door Unlock Repeatable 07|Storyteller|{#DialogueItalicFormat}O cão do inferno aceita alegremente outro saco dos Sátiros.
CerberusBossDoorUnlockRepeatable08|Cerberus Boss Door Unlock Repeatable 08|Storyteller|{#DialogueItalicFormat}A singular fraqueza do monstro, os Sacos dos Sátiros, mais uma vez demonstram-se extremamente eficazes.
CerberusBossDoorUnlockRepeatable09|Cerberus Boss Door Unlock Repeatable 09|Storyteller|{#DialogueItalicFormat}Cérbero, com suas presas à mostra, direciona todas suas três cabeças para observar o Saco dos Sátiros.
CerberusBossDoorUnlockRepeatable10|Cerberus Boss Door Unlock Repeatable 10|Storyteller|{#DialogueItalicFormat}O guardião do inferno enfim decidiu que chegou a hora de uma pequena pausa para um lanchinho.
CerberusBossDoorUnlockRepeatable11|Cerberus Boss Door Unlock Repeatable 11|Storyteller|{#DialogueItalicFormat}Príncipe Zagreu mais uma vez oferece a Cérbero um de seus petiscos favoritos.
CerberusBossDoorUnlockRepeatable12|Cerberus Boss Door Unlock Repeatable 12|Storyteller|{#DialogueItalicFormat}Cérbero não permite a passagem de ninguém, mas por um Saco dos Sátiros ele pode fazer uma exceção.
CerberusBossDoorUnlockRepeatable13|Cerberus Boss Door Unlock Repeatable 13|Storyteller|{#DialogueItalicFormat}O atencioso Cérbero decide desviar o olhar, dessa vez.
CerberusBossDoorUnlockRepeatable14|Cerberus Boss Door Unlock Repeatable 14|Storyteller|{#DialogueItalicFormat}Cada violento semblante de Cérbero concorda que o Saco dos Sátiros precisa ser destruído prontamente.
CerberusBossDoorUnlockRepeatable15|Cerberus Boss Door Unlock Repeatable 15|Storyteller|{#DialogueItalicFormat}Após deliberar brevemente, Cérbero conclui que sim, ele irá aceitar o saco.
PersephoneWithCerberus01|Persephone With Cerberus 01|Persephone|Oh, Cérbero! Sem dúvida você merece os melhores agradecimentos por esta Casa ainda estar de pé, não é? Você gostou do presente que eu comprei pra você na superfície?
PersephoneWithCerberus01|Persephone With Cerberus 01|Storyteller|{#DialogueItalicFormat}O cão devorador de petiscos da superfície responde à Rainha da forma mais enfática possível.
PersephoneWithCerberus01|Persephone With Cerberus 01|Persephone|Eu achei que você gostaria. Aposto que não dá para dizer que não é feito de carne! Vamos ver se conseguimos fazer você crescer um pouco mais.
PersephoneWithCerberus02|Persephone With Cerberus 02|Persephone|Você é um menino bonzinho, não é, Cérbero? É, sim, você é! Guardou o local enquanto eu estive fora. E até deixou o meu filho ir me visitar!
PersephoneWithCerberus02|Persephone With Cerberus 02|Storyteller|{#DialogueItalicFormat}O sempre vigilante e horripilante Cérbero simplesmente aceita o elogio.
CharonFirstInspect|Charon First Inspect|Storyteller|{#DialogueItalicFormat}Escondido nos recônditos obscuros do Submundo está a terra de Érebo, onde os mortos aguardam a sentença eterna. Lá, eles anseiam pela atenção e pelas boas graças de seu mestre, Lorde Hades.
CharonFight01_FirstInspect|Charon Fight First Inspect 01|Storyteller|{#DialogueItalicFormat}Uma parte oculta do inacabável rio Estige corta através do nevoento Érebo, oferecendo ao barqueiro Caronte um local no qual possa lidar com as almas mais indisciplinadas.
Inspect_B_PreBoss_01_01|Inspect B Pre Boss 01 01|Storyteller|{#DialogueItalicFormat}Depois de atravessar o rio flamejante, Flegetonte, para ganhar certa vantagem, o implacável Zagreu deve enfrentar um inimigo de selvageria inimaginável que está à sua frente, aguardando pacientemente a hora de atacar.
Inspect_B_Story_01_01|Inspect B Story 01 01|Storyteller|{#DialogueItalicFormat}Muito além do rio flamejante está a escadaria oculta rumo ao ambiente mais resguardado e esplendoroso do Submundo: o celestial Elísio, lar eterno das maiores almas que já viveram.
Inspect_B_Story_01_01|Inspect B Story 01 01|Storyteller|{#DialogueItalicFormat}De dentro de uma humilde residência em Asfódelo, ecoa a voz sonora de Eurídice que, certa vez, tentou escapar do Submundo, e falhou totalmente, assim como o Príncipe Zagreu.
B_MiniBoss02_FirstInspect|B Mini Boss First Inspect 02|Storyteller|{#DialogueItalicFormat}O ato de feitiçaria frequentemente termina com uma morte precoce e uma eternidade no Tártaro para almas descuidadas, embora algumas sejam capazes de aperfeiçoar a arte, e se estabelecer permanente em algum outro lugar...
Inspect_B_Shop_01_01|Inspect B Shop 01 01|Storyteller|{#DialogueItalicFormat}As chamas e as cinzas do rio Flegetonte não significam nada para o barqueiro, Caronte, que viaja por todas as águas do Submundo, levando os mortos, os condenados e todos os seus pertences.
Inspect_B_Reprieve_01_01|Inspect B Reprieve 01 01|Storyteller|{#DialogueItalicFormat}Escondido bem no interior do inferno ilimitado do rio Flegetonte, de alguma forma, um fio de água que dá vida ainda permanece; como se fosse oferecido pelas próprias Moiras ao sortudo Príncipe.
Inspect_B_Intro_01_01|Inspect B Intro 01 01|Storyteller|{#DialogueItalicFormat}As planícies outrora verdejantes de Asfódelo agora estão envoltas em chamas cintilantes, depois de terem sido inundadas pelo rio Flegetonte, cujo fluido horrivelmente superaquecido pode levar rapidamente à morte até mesmo aqueles que resistem ao calor intenso.
Inspect_B_Intro_02|Inspect B Intro 02|Storyteller|{#DialogueItalicFormat}Dentro do calor sufocante de Asfódelo reside a grande maioria dos que viveram e morreram na terra. Lá, eles permanecem até o final dos tempos.
Inspect_C_PreBoss_01_01|Inspect C Pre Boss 01 01|Storyteller|{#DialogueItalicFormat}A fachada magnificamente ameaçadora do grande Estádio de Elísio ergue-se acima do entusiasmado Príncipe, como se quisesse levá-lo a uma competição que ele não é capaz de vencer.
Inspect_C_Shop_01_01|Inspect C Shop 01 01|Storyteller|{#DialogueItalicFormat}O barqueiro do rio, Caronte, cujos serviços são frequentemente oferecidos aos mais ricos de Elísio, acumula as vastas e inúmeras riquezas da superfície e do Submundo.
Inspect_C_Reprieve_01_01|Inspect C Reprieve 01 01|Storyteller|{#DialogueItalicFormat}Dentro das construções delicadamente esculpidas de Elísio existem lugares pacíficos tão serenos e absolutos que os mortais raramente experimentam durante uma vida curta e muitas vezes dolorosa.
Inspect_C_Story_01_01|Inspect C Story 01 01|Storyteller|{#DialogueItalicFormat}Em meio às câmaras cobertas de musgo do Elísio e esculpidas em pedra, há um número incontável de monumentos eternos em homenagem aos maiores heróis que a mortalidade pode oferecer, para honrá-los tanto na vida quanto na morte.
Inspect_C_Intro_01|Inspect C Intro 01|Storyteller|{#DialogueItalicFormat}Os raros esplendores celestiais de Elísio, reservados apenas à maior das almas mortais, espalham-se de maneira exuberante ao redor do Príncipe que caminha sobre o fogo.
Inspect_C_Intro_02|Inspect C Intro 02|Storyteller|{#DialogueItalicFormat}O rio escondido do esquecimento, Lete, flui pelos aposentos sagrados de Elísio, entorpecendo antigas dores e lembranças das sombras mais nobres que ali habitam.
Inspect_RoomSecret01_01|Inspect Room Secret 01 01|Storyteller|{#DialogueItalicFormat}Os confins mais profundos do Submundo... o vazio do qual toda a vida e consciência surgiu durante o alvorecer dos tempos... o reino de Caos. Uma terra quase invisível até mesmo para os habitantes do reino da morte.
Inspect_RoomSecret02_01|Inspect Room Secret 02 01|Storyteller|{#DialogueItalicFormat}As terras escondidas nos cantos mais escuros do Submundo vão muito além da observação do próprio Lorde Hades; mesmo assim, o intrometido Príncipe de alguma maneira descobre uma passagem para lá.
Inspect_RoomSecret03_01|Inspect Room Secret 03 01|Storyteller|{#DialogueItalicFormat}No abismos mais silencioso, solitário e sombrio do Submundo, há evidências ocultas do começo de todas as coisas, do Caos! O escultor mais antigo que moldou este mundo.
Inspect_D_MiniBoss_02_01|Inspect D Mini Boss 02 01|Storyteller|{#DialogueItalicFormat}Dentro de cavernas imundas escavadas nas torres imponentes do Submundo jazem abominações tão terríveis que nem mesmo o sombrio Lorde Hades se dispõe a interagir.
Inspect_D_Reprieve_01_01|Inspect D Reprieve 01 01|Storyteller|{#DialogueItalicFormat}Nas profundezas do covil maculado dos Sátiros profanos jazem os fétidos restos de seus rituais proibidos, tão sórdidos quanto indescritíveis.
Inspect_D_Intro_01_01|Inspect D Intro 01 01|Storyteller|{#DialogueItalicFormat}Enfim o Príncipe determinado desbravou todo o caminho até a superfície do reino mortal, mas ele ainda está preso na própria terra: a porta de entrada para o Submundo, uma passagem da qual não há retorno, nem saída.
Inspect_D_Hub_01|Inspect D Hub 01|Storyteller|{#DialogueItalicFormat}O vasto Templo do Estige e seus inúmeros perigos agora são tudo o que separa o Príncipe do Submundo da terra lá fora, que ele tão desesperadamente deseja ver.
Inspect_D_Hub_02|Inspect D Hub 02|Storyteller|{#DialogueItalicFormat}Não muito longe daqui, os mortos começam sua jornada para o local do seu descanso final nas profundezas abaixo; assim como o barqueiro do rio, Caronte, que passa por ele frequentemente.
Inspect_D_Hub_03|Inspect D Hub 03|Storyteller|{#DialogueItalicFormat}O Cérbero com várias cabeças, a sentinela extremamente temida do Submundo, preside a entrada deste reino, devorando todos os que forem tolos o suficiente para tentar fugir.
Inspect_D_Hub_04|Inspect D Hub 04|Storyteller|{#DialogueItalicFormat}Uma rede de túneis rústicos se espalha a partir de um dos gélidos flancos do Templo, contendo habitantes cruéis e indesejáveis neste reino, mesmo na morte.
Inspect_E_Intro_01_01|Inspect E Intro 01 01|Storyteller|{#DialogueItalicFormat}A superfície, varrida pelo vento, destruída pelo frio agourento, ainda assim atiça no príncipe um sentimento de admiração, de grandiosidade. Pois é completamente diferente de tudo o que havia visto.
Inspect_E_Intro_01_01|Inspect E Intro 01 01|Storyteller|{#DialogueItalicFormat}Todos os tipos de frutas e vegetais prosperam nos jardins secretos de Perséfone, a única Rainha de todo o Submundo. Um mundo de vida, longe do reino da morte.
A_PreBoss_01_FirstInspect|A Pre Boss First Inspect 01|Storyteller|{#DialogueItalicFormat}Além do aposento atual, fica o perímetro mais externo do Tártaro, que promete perigos terríveis muito além da compreensão do Príncipe do Submundo.
A_Boss_01_Inspect01|A Boss Inspect 01 01|Storyteller|{#DialogueItalicFormat}As Erínias; também conhecidas como Fúrias, são sentinelas de confiança do Lorde Hades, encarregadas de torturar os piores dos mortais... e livrar o Submundo de qualquer tolo o suficiente de querer invadir onde não pertence.
A_PostBoss_01_FirstInspect|A Post Boss First Inspect 01|Storyteller|{#DialogueItalicFormat}O caminho do Tártaro finalmente é exposto. Muito acima, já é possível sentir fracamente o calor de Flegetonte, o rio flamejante... com seus perigos à espera.
A_PostBoss_01_GearsInspect01|A Post Boss Gears Inspect 01 01|Storyteller|{#DialogueItalicFormat}Ninguém, além daqueles no círculo interno de Lorde Hades, são autorizados a adentrar as complexas câmaras que conectam as vastas regiões do Submundo; mas o Príncipe decide invadir, de qualquer forma.
A_MiniBoss03_01_FirstInspect|A Mini Boss First Inspect 03 01|Storyteller|{#DialogueItalicFormat}Os condenados mais violentos do Tártaro estão aprisionados e separados até mesmo de outras almas que foram condenadas a este lugar; seus únicos visitantes: aqueles tolos o bastante de tentarem escapar.
A_MiniBoss04_01_FirstInspect|A Mini Boss First Inspect 04 01|Storyteller|{#DialogueItalicFormat}Condenadas, almas perdidas sem qualquer outro lugar para irem se aglomeram nas profundezas do Tártaro, aonde se fundem com a própria terra em formas odiosas que desafiam descrições.
A_Reprieve_01_FirstInspect|A Reprieve First Inspect 01|Storyteller|{#DialogueItalicFormat}Um lugar de tranquilidade e descanso, apesar de ser inimaginável no Submundo, pode ser encontrado ocasionalmente.
CharonFirstInspect|Charon First Inspect|Storyteller|{#DialogueItalicFormat}As mercadorias infernais do barqueiro do estige, Caronte, ficam espalhadas, disponíveis para venda a quem estiver disposto a saciar a grande sede do barqueiro por riquezas.
CharonFirstInspect|Charon First Inspect|Storyteller|{#DialogueItalicFormat}O Rio Estige flui de maneira infame pelo Submundo, oferecendo ao barqueiro Caronte viagens rápidas do reino dos mortais às profundezas mais baixas, onde muitas de suas sombras residem para sempre.
OpeningFirstInspect|Opening First Inspect|Storyteller|{#DialogueItalicFormat}Com inúmeros aposentos interligados que mudam constantemente, o Submundo de Lorde Hades praticamente garante a permanência dos mortos até o fim dos tempos.
OpeningProcGenHint|Opening Proc Gen Hint|Storyteller|{#DialogueItalicFormat}Cada vez que o Príncipe retorna ao Submundo, seus aposentos que mudam constantemente se realinham para frustrar suas tentativas de, talvez, mapeá-lo.
Inspect_A_Story_01_01|Inspect A Story 01 01|Storyteller|{#DialogueItalicFormat}Nas profundezas de Tártaro, habita a mais abominável das figuras sombrias, movendo-se sorrateiramente em busca da eternidade no Submundo, cujo Senhor e Mestre dispensa qualquer simpatia para com os que tentam enganar a morte.
